-0.3368973 -0.3381974 -0.3381974 -0.2864866 -0.2864866
-0.3381974 -0.3381974 -0.3368973 2.968263 2.956853
-0.3381974 -0.3381974 -0.3381974 2.956853 -0.3381974
-0.3368973 -0.3381974 -0.3381974 -0.2864866 -0.3381974
-0.2853853 -0.3381974 -0.2864866 -0.3381974 -0.2853853
-0.2864866 -0.3381974 -0.3368973 -0.3381974 -0.3368973
-0.3368973 -0.3381974 -0.3368973 -0.3381974 -0.3381974
-0.3368973 -0.3381974 -0.2853853 -0.3368973 -0.3368973
-0.2864866 -0.2853853 -0.3368973 -0.3368973 -0.3381974
-0.3368973 -0.2864866 -0.2853853 -0.3368973 -0.2853853
-0.3381974 -0.3368973 -0.3381974 -0.3368973 -0.3368973
-0.3381974 -0.3381974 -0.3368973 -0.3381974 -0.3381974
-0.2853853 -0.3381974 -0.2853853 -0.3368973 -0.3381974
-0.3381974 2.968263 -0.2372099 2.956853 -0.3368973
2.968263 -0.3381974 -0.2864866 -0.2864866 -0.3368973
-0.2853853 -0.2853853 -0.2853853 -0.3381974 -0.2853853
-0.2853853 -0.2853853 -0.3381974 -0.2864866 -0.2853853
2.968263 -0.3368973 -0.2864866 -0.2853853 -0.3368973
-0.2853853 -0.2372099 -0.3381974 2.968263 -0.3381974
-0.3381974 2.968263 -0.3368973 -0.2864866 -0.3368973
2.956853 -0.2853853 -0.3368973 -0.3368973 -0.3368973
-0.3381974 2.956853 -0.3381974 -0.2864866 -0.2853853
-0.3381974 -0.2853853 -0.2864866 -0.2864866 -0.3368973
-0.3381974 -0.3368973 -0.3381974 -0.2853853 -0.3381974
-0.3368973 -0.3381974 -0.3368973 -0.3368973 -0.3381974
-0.2372099 -0.3381974 -0.2864866 -0.2853853 -0.2864866
-0.2864866 -0.3381974 -0.3368973 -0.2864866 -0.2853853
-0.3368973 -0.3381974 -0.3381974 -0.3381974 -0.3381974
-0.3381974 -0.2853853 -0.3381974 -0.2864866 -0.2853853
-0.3368973 -0.2864866 -0.3368973 -0.3381974 -0.3368973
-0.2853853 -0.3368973 -0.3381974 -0.3368973 -0.2853853
-0.3381974 2.956853 -0.3381974 -0.2853853 -0.3381974
-0.3381974 -0.3381974 -0.2864866 -0.3368973 -0.2864866
-0.2853853 -0.3368973 -0.3381974 -0.3381974 3.490565
-0.3381974 -0.2853853 -0.3368973 -0.3381974 -0.3381974
-0.3368973 -0.3368973 2.968263 -0.3368973 -0.3381974
-0.3368973 -0.2853853 -0.3381974 -0.2853853 -0.2853853
-0.3368973 -0.3381974 -0.3381974 -0.3368973 -0.3381974
-0.3368973 -0.2864866 -0.3381974 -0.3381974 -0.3368973
-0.2853853 3.490565 -0.3381974 -0.2853853 -0.3368973
-0.2864866 -0.2853853 -0.2864866 -0.3381974 -0.2372099
-0.3381974 -0.3381974 -0.2864866 3.504035 -0.3381974
-0.2372099 -0.2864866 2.956853 -0.2864866 -0.3368973
-0.2864866 -0.3381974 -0.3368973 -0.3381974 -0.3368973
-0.2853853 -0.2853853 3.504035 -0.3368973 -0.3368973
-0.2864866 3.490565 2.956853 -0.2853853 -0.3381974
-0.2853853 -0.3368973 -0.2864866 -0.3381974 -0.2853853
-0.3381974 -0.2853853 -0.2853853 3.490565 -0.3368973
-0.3381974 -0.3368973 -0.2864866 -0.3368973 -0.3381974
-0.3381974 -0.2853853 -0.3381974 -0.3381974 -0.3368973
2.956853 -0.3368973 3.490565 -0.3381974 -0.2864866
-0.3368973 -0.3368973 2.968263 -0.3368973 -0.3368973
-0.2864866 -0.2864866 -0.3381974 -0.3368973 -0.2853853
-0.3368973 -0.2864866 -0.3381974 -0.2381253 -0.3381974
-0.3381974 -0.3381974 -0.2381253 -0.2864866 -0.3381974
-0.3381974 -0.2864866 -0.2864866 -0.2853853 -0.3368973
-0.3381974 -0.3381974 -0.3368973 -0.3381974 -0.3381974
-0.3381974 -0.3368973 -0.3381974 2.968263 2.956853
-0.3381974 -0.2864866 -0.3368973 -0.2864866 -0.3381974
-0.2853853 -0.3381974 -0.2853853 2.956853 -0.2853853
-0.2864866 -0.3381974 -0.3368973 -0.2853853 -0.3368973
-0.3381974 -0.2853853 -0.3381974 -0.3381974 -0.2853853
-0.3368973 -0.3368973 2.956853 -0.3381974 -0.3368973
3.504035 -0.3381974 -0.3368973 -0.2853853 -0.2853853
2.968263 -0.3368973 -0.3381974 -0.2864866 -0.2864866
-0.3381974 -0.3381974 -0.2864866 -0.3368973 -0.3381974
-0.2864866 -0.3368973 -0.3368973 -0.3368973 -0.3381974
-0.3381974 -0.3368973 -0.3381974 -0.3381974 -0.2864866
-0.3368973 -0.3368973 -0.3368973 2.956853 -0.3368973
-0.3381974 2.968263 -0.3368973 -0.3368973 -0.3381974
-0.3381974 -0.2864866 -0.3381974 -0.3368973 -0.2853853
-0.3381974 -0.3368973 -0.3368973 -0.2864866 -0.2864866
-0.2853853 -0.2853853 2.956853 -0.3381974 -0.3368973
-0.3368973 2.968263 -0.2853853 -0.2864866 -0.2853853
2.956853 -0.3368973 -0.3368973 -0.3381974 -0.3368973
2.956853 -0.3381974 -0.3381974 -0.2853853 -0.3368973
-0.3381974 -0.3368973 -0.2864866 3.504035 -0.3381974
-0.3381974 -0.3368973 -0.2853853 -0.3381974 -0.3368973
-0.2853853 -0.2864866 -0.3381974 -0.3381974 -0.3368973
-0.3381974 -0.2864866 -0.2864866 -0.2864866 -0.3381974
-0.3381974 -0.3381974 -0.2853853 3.490565 -0.3381974
-0.3381974 -0.3368973 -0.2853853 -0.2864866 -0.3368973
-0.2853853 -0.3368973 2.956853 -0.3368973 -0.3381974
-0.2853853 -0.2864866 -0.2853853 -0.3381974 -0.3381974
-0.3381974 -0.3381974 -0.3381974 -0.3368973 2.956853
-0.3381974 -0.3381974 -0.2372099 -0.2853853 -0.3368973
-0.2864866 -0.2864866 -0.3381974 -0.2853853 -0.3381974
-0.3381974 3.504035 -0.3368973 -0.3381974 -0.3381974
-0.3381974 -0.3381974 -0.3368973 -0.2864866 -0.3368973
2.956853 -0.3381974 -0.2864866 -0.2864866 -0.3368973
-0.3368973 -0.3368973 -0.3381974 3.504035 -0.3368973
-0.3368973 -0.3381974 -0.3381974 -0.3381974 -0.3381974
2.956853 2.968263 -0.3368973 -0.3381974 -0.2864866
-0.3368973 2.968263 -0.3381974 -0.3381974 -0.2853853
-0.2853853 -0.2864866 -0.3381974 -0.2853853 -0.3368973
-0.3381974 -0.3368973 -0.2381253 2.956853 -0.3381974
-0.3381974 2.956853 3.490565 -0.2864866 -0.3381974
-0.2864866 -0.3381974 -0.2853853 -0.2864866 -0.3368973
-0.3381974 2.956853 -0.2853853 -0.3368973 -0.3368973
-0.3368973 -0.3381974 -0.3381974 -0.2864866 -0.2864866
-0.3381974 -0.3381974 -0.2853853 -0.2864866 -0.3381974
3.490565 3.504035 -0.3381974 -0.2853853 -0.3368973
-0.3381974 -0.2864866 -0.3381974 -0.2853853 -0.3368973
-0.3381974 -0.3381974 -0.3381974 -0.3381974 -0.2864866
-0.3368973 -0.2864866 -0.3368973 -0.2853853 -0.3381974
-0.3381974 -0.3368973 -0.3368973 -0.3368973 -0.2864866
-0.3381974 -0.2864866 -0.3368973 -0.2864866 -0.3381974
-0.3381974 -0.3381974 -0.2864866 2.956853 -0.3381974
-0.3381974 -0.3381974 -0.3381974 -0.2853853 -0.3368973
-0.2381253 -0.3368973 -0.3381974 -0.3368973 -0.3381974
-0.3368973 -0.3368973 -0.2853853 -0.2864866 -0.2864866
2.956853 -0.3381974 -0.2853853 -0.2864866 -0.3368973
-0.3381974 -0.3368973 -0.2381253 -0.2853853 -0.3368973
-0.2372099 -0.3381974 -0.3368973 -0.2853853 -0.3381974
-0.2853853 2.968263 -0.2864866 -0.2864866 -0.2864866
-0.2864866 -0.3381974 -0.3381974 -0.3381974 -0.2864866
-0.3368973 -0.2853853 -0.3381974 -0.3368973 -0.3381974
-0.3381974 -0.3368973 -0.3381974 -0.2853853 -0.2864866
-0.3381974 -0.3368973 -0.2853853 -0.3368973 -0.2864866
-0.3368973 -0.3368973 3.490565 -0.2372099 -0.3381974
-0.3381974 -0.2864866 -0.2381253 -0.3381974 3.504035
-0.3381974 2.968263 -0.3368973 -0.3368973 -0.3368973
2.956853 -0.3381974 -0.3381974 -0.3381974 -0.3381974
-0.3368973 -0.3368973 -0.2853853 -0.3368973 -0.3381974
-0.2853853 -0.3381974 -0.2864866 -0.3381974 3.504035
-0.3368973 -0.2853853 -0.2853853 -0.3368973 -0.3368973
-0.2864866 -0.2864866 -0.3368973 -0.3368973 -0.2864866
-0.3368973 -0.2853853 -0.2864866 2.956853 -0.2853853
-0.2853853 -0.2864866 -0.3381974 -0.3368973 2.968263
-0.3381974 -0.3368973 -0.2853853 -0.3368973 -0.3381974
-0.3368973 -0.2853853 2.956853 -0.2853853 -0.3381974
-0.3368973 -0.2864866 -0.3381974 -0.3381974 -0.3368973
-0.3368973 -0.3381974 -0.2864866 2.968263 -0.2864866
-0.2864866 -0.3368973 -0.3381974 -0.3368973 2.968263
-0.2864866 -0.3381974 -0.3381974 -0.2864866 -0.3381974
-0.3381974 3.490565 -0.2853853 -0.3381974 -0.2853853
-0.2853853 -0.3368973 -0.3381974 -0.2864866 -0.2853853
-0.3381974 -0.2853853 2.968263 -0.2372099 -0.3368973
-0.3368973 -0.2864866 -0.2853853 -0.3368973 -0.2864866
-0.2864866 -0.3381974 -0.3381974 2.956853 -0.2864866
-0.2853853 -0.3368973 -0.2381253 -0.3368973 -0.3381974
-0.3381974 -0.3368973 -0.2381253 -0.3368973 -0.2864866
-0.2864866 -0.3381974 -0.2864866 -0.2853853 -0.2853853
-0.3381974 -0.3381974 -0.3381974 2.968263 -0.3368973
-0.3368973 -0.2853853 -0.2853853 -0.3381974 -0.3381974
-0.3381974 -0.3368973 -0.3368973 -0.3368973 2.956853
2.956853 -0.3381974 -0.2853853 -0.3368973 -0.2864866
2.956853 -0.3381974 -0.3368973 -0.2853853 -0.3381974
-0.3381974 -0.3381974 -0.3381974 -0.2853853 -0.3381974
-0.3368973 -0.3368973 -0.2864866 -0.2853853 -0.2864866
-0.2864866 -0.3368973 -0.3381974 -0.3368973 -0.3368973
-0.3381974 -0.3381974 -0.2381253 -0.2372099 -0.2864866
-0.2381253 -0.3368973 -0.2864866 -0.3381974 -0.2864866
-0.2864866 -0.2853853 -0.2864866 -0.3381974 -0.3368973
-0.3381974 -0.3368973 -0.3381974 -0.3381974 2.968263
-0.3381974 -0.3381974 -0.3368973 -0.2864866 -0.3381974
2.968263 -0.2372099 -0.3368973 -0.2853853 -0.3368973
-0.3368973 -0.3381974 -0.2864866 -0.3368973 -0.3381974
-0.3368973 -0.2864866 -0.3381974 -0.3368973 -0.2864866
-0.3368973 -0.3368973 -0.2853853 -0.2864866 -0.3381974
-0.2864866 -0.3381974 -0.3381974 -0.2864866 -0.3381974
-0.3368973 -0.2853853 -0.3381974 -0.3381974 -0.2853853
-0.3368973 -0.2853853 -0.2853853 -0.3381974 -0.2853853
-0.3381974 -0.2864866 -0.3381974 -0.3381974 -0.3381974
-0.3381974 2.968263 -0.2381253 -0.3381974 -0.3381974
-0.3381974 -0.3368973 2.956853 -0.3368973 -0.3381974
-0.3368973 -0.3381974 -0.2853853 -0.2853853 -0.3368973
-0.2372099 -0.3381974 -0.3381974 -0.2853853 -0.2864866
-0.3381974 3.504035 -0.3368973 -0.3381974 -0.3368973
2.956853 -0.3381974 -0.2381253 -0.2853853 3.504035
-0.3381974 -0.3368973 -0.3368973 -0.3381974 -0.2864866
-0.3381974 -0.2853853 -0.3368973 2.968263 2.956853
-0.3368973 -0.2853853 -0.3381974 -0.3381974 -0.3368973
-0.3368973 -0.3368973 -0.2864866 -0.3381974 -0.2864866
-0.3381974 -0.3381974 -0.3381974 -0.2864866 -0.3368973
2.968263 -0.2864866 -0.3381974 -0.3381974 -0.2864866
-0.3368973 2.956853 -0.2864866 -0.3381974 2.956853
-0.2853853 -0.3381974 -0.3381974 -0.3381974 -0.3381974
-0.3381974 -0.2864866 -0.3381974 -0.3368973 -0.2853853
-0.2853853 -0.3381974 -0.3368973 -0.3368973 -0.2864866
-0.3368973 -0.3381974 -0.3381974 -0.2853853 -0.2864866
-0.3381974 -0.3381974 -0.3368973 -0.3368973 -0.3381974
-0.3368973 -0.3368973 -0.2853853 2.968263 -0.2864866
-0.3368973 -0.3381974 3.504035 -0.3381974 2.968263
-0.3368973 -0.3381974 -0.3368973 -0.3368973 -0.3381974
-0.2864866 -0.2853853 -0.3368973 -0.2853853 -0.2853853
-0.2853853 2.956853 -0.2864866 -0.3368973 -0.3368973
-0.3381974 -0.2864866 -0.3368973 3.504035 2.956853
-0.3368973 -0.2853853 -0.2853853 -0.3381974 2.956853
2.956853 -0.2864866 -0.3381974 -0.3368973 -0.3381974
-0.3381974 -0.3381974 -0.3381974 -0.2853853 -0.3381974
-0.2864866 -0.3381974 -0.2853853 2.968263 2.968263
-0.3368973 -0.3381974 -0.2853853 -0.2853853 -0.3368973
-0.2864866 2.968263 -0.3368973 -0.3381974 -0.2381253
-0.2864866 -0.3381974 -0.3368973 -0.2864866 -0.2853853
-0.3368973 -0.3381974 -0.2853853 -0.2864866 -0.3381974
-0.2864866 -0.3368973 -0.3381974 -0.3381974 2.968263
-0.2853853 3.490565 -0.3381974 -0.3381974 -0.3368973
-0.3381974 -0.3381974 -0.3381974 -0.3381974 -0.3368973
2.956853 -0.2853853 -0.3368973 -0.3368973 -0.2853853
2.968263 -0.3381974 -0.2853853 -0.2853853 -0.2372099
-0.2864866 -0.2864866 -0.3381974 -0.3368973 -0.3381974
-0.3381974 2.956853 2.968263 2.968263 -0.3381974
-0.3381974 -0.2853853 -0.2864866 -0.2853853 -0.2853853
-0.3381974 -0.3368973 -0.3381974 -0.2853853 -0.2864866
-0.2864866 -0.3368973 -0.3368973 2.956853 -0.2853853
-0.3368973 -0.3381974 -0.3368973 3.504035 -0.2864866
-0.2853853 -0.2864866 -0.2864866 -0.3381974 -0.2864866
-0.3368973 -0.2864866 -0.3381974 -0.2853853 -0.2372099
-0.2853853 -0.3368973 -0.2853853 -0.3368973 -0.2381253
-0.2372099 -0.2853853 -0.3381974 -0.3381974 -0.3381974
-0.3381974 -0.2372099 2.968263 -0.2864866 -0.3381974
-0.3368973 -0.3368973 -0.3368973 -0.3381974 -0.2864866
3.504035 -0.3368973 -0.3381974 -0.3368973 -0.3368973
-0.2853853 -0.3368973 -0.2864866 -0.3368973 -0.2853853
-0.3368973 -0.3381974 -0.3368973 -0.3381974 -0.2853853
-0.3368973 2.956853 -0.3368973 -0.3381974 3.490565
-0.3368973 -0.3368973 -0.3381974 -0.3381974 -0.3368973
-0.3381974 2.956853 -0.2381253 -0.2864866 -0.2853853
-0.3368973 -0.2853853 -0.3368973 -0.3368973 -0.3368973
-0.3368973 -0.2864866 -0.3381974 -0.3381974 -0.3381974
-0.3381974 -0.2853853 -0.3381974 -0.2864866 -0.3368973
-0.3381974 -0.2853853 -0.2853853 -0.3368973 -0.3368973
-0.2853853 -0.3381974 -0.3381974 -0.3368973 -0.2864866
-0.3381974 -0.3368973 -0.2853853 -0.3381974 -0.2864866
-0.3368973 -0.3368973 -0.3368973 -0.3368973 -0.3368973
-0.3368973 -0.3381974 -0.2853853 -0.3368973 -0.3368973
2.956853 2.968263 -0.2864866 -0.3368973 -0.3368973
-0.3368973 -0.2864866 -0.2853853 -0.3381974 -0.3368973
-0.2864866 -0.2381253 -0.2381253 -0.3381974 -0.3368973
-0.3381974 -0.3368973 -0.3381974 -0.2864866 -0.3368973
-0.2853853 -0.3381974 -0.3381974 -0.3368973 -0.2853853
-0.3368973 -0.3368973 -0.3381974 2.956853 -0.2864866
-0.2864866 -0.3381974 -0.3368973 -0.2864866 2.956853
-0.3381974 2.956853 -0.2853853 -0.3381974 -0.3368973
-0.3381974 -0.3368973 -0.3368973 2.968263 -0.2853853
-0.3381974 -0.3368973 -0.3368973 -0.3381974 -0.3381974
-0.3381974 -0.3368973 -0.2853853 2.968263 -0.3381974
-0.3368973 -0.3368973 -0.2853853 -0.3381974 -0.2853853
2.968263 -0.3368973 -0.3381974 -0.2864866 -0.2853853
-0.3381974 -0.2853853 -0.3381974 -0.3381974 -0.2853853
-0.3368973 -0.2381253 -0.3368973 -0.3381974 -0.3381974
-0.3381974 -0.3368973 -0.3368973 -0.3368973 -0.2853853
-0.3381974 -0.3368973 2.956853 -0.2864866 -0.2853853
-0.3368973 -0.2864866 -0.2864866 -0.3381974 -0.2853853
3.490565 -0.3381974 -0.3368973 -0.3381974 -0.3381974
3.490565 -0.3381974 -0.2853853 -0.3381974 -0.2381253
-0.3381974 -0.2853853 -0.3381974 -0.2864866 -0.2864866
-0.3368973 -0.2864866 -0.3381974 -0.3381974 -0.2381253
-0.3368973 -0.3368973 -0.3381974 -0.3381974 -0.2864866
-0.3368973 -0.3368973 -0.3381974 -0.3381974 3.490565
-0.3381974 -0.3381974 -0.2853853 -0.2864866 -0.3368973
-0.2864866 2.956853 -0.2853853 2.956853 -0.2853853
-0.2853853 -0.2864866 -0.2853853 -0.2864866 -0.3381974
-0.2853853 -0.2864866 -0.3368973 -0.3381974 -0.2853853
-0.3381974 -0.3368973 -0.2864866 -0.2853853 -0.3368973
-0.3368973 2.968263 -0.2864866 -0.2853853 -0.2864866
-0.3381974 -0.3368973 -0.3381974 -0.3381974 -0.2381253
-0.2864866 -0.3381974 -0.2864866 -0.3381974 -0.3368973
-0.3368973 -0.3368973 -0.2381253 -0.3368973 -0.3368973
-0.3381974 -0.2864866 -0.3381974 -0.3368973 -0.3368973
-0.2853853 -0.3381974 -0.3381974 -0.2853853 -0.3368973
-0.2853853 -0.2853853 -0.3368973 -0.3381974 -0.2853853
-0.3368973 -0.3381974 -0.3381974 -0.3381974 -0.3368973
-0.3368973 -0.3381974 -0.3381974 2.956853 -0.3381974
3.490565 -0.3368973 -0.2381253 -0.3381974 -0.3368973
-0.3381974 -0.3368973 -0.3381974 -0.3368973 -0.2864866
-0.3381974 -0.3381974 -0.2853853 -0.3381974 -0.3368973
-0.3381974 -0.3381974 3.490565 -0.3368973 -0.3381974
-0.2853853 -0.2853853 -0.3381974 -0.3381974 -0.3381974
-0.3381974 -0.2853853 -0.3368973 -0.3381974 -0.2853853
-0.3381974 -0.2853853 -0.2853853 -0.3381974 -0.2864866
-0.3381974 2.968263 -0.3381974 -0.3381974 2.968263
-0.3381974 -0.3368973 -0.3381974 -0.3381974 -0.3381974
-0.3368973 -0.3381974 -0.3368973 2.968263 2.956853
4.215676 -0.3368973 -0.2864866 -0.3368973 -0.2853853
-0.3381974 -0.3381974 -0.2864866 -0.3381974 2.956853
-0.3368973 -0.2853853 -0.3368973 -0.3381974 -0.3381974
-0.3368973 -0.2853853 -0.3368973 -0.3381974 -0.3368973
-0.3381974 -0.2853853 -0.2853853 -0.2864866 -0.3368973
-0.3368973 -0.3381974 -0.3368973 -0.3381974 -0.3368973
-0.2853853 -0.3381974 -0.3381974 -0.3368973 -0.3368973
-0.2853853 -0.2864866 -0.2864866 -0.3368973 -0.3381974
-0.3368973 -0.3368973 -0.3368973 -0.2864866 2.956853
-0.2864866 -0.3381974 -0.2864866 -0.2853853 -0.3381974
-0.3381974 -0.3381974 -0.2864866 -0.3368973 -0.2864866
-0.2853853 -0.3381974 -0.3368973 -0.3381974 -0.2864866
-0.3381974 -0.3381974 -0.2864866 -0.3381974 -0.3381974
-0.2864866 -0.3368973 -0.2853853 -0.3381974 2.956853
-0.2864866 -0.2853853 -0.2864866 -0.3381974 -0.3368973
-0.3368973 -0.3368973 -0.2864866 -0.3368973 -0.3381974
-0.3381974 2.968263 -0.3368973 -0.3381974 -0.2864866
-0.2853853 -0.3381974 -0.2864866 -0.3381974 -0.3368973
-0.3381974 -0.3368973 -0.3381974 -0.3381974 -0.3368973
-0.2853853 -0.3381974 -0.3381974 -0.3368973 -0.3368973
2.968263 -0.2864866 -0.2381253 -0.3381974 -0.3368973
-0.3368973 -0.3381974 -0.3381974 -0.3381974 -0.3368973
-0.3368973 -0.3381974 -0.3381974 -0.2853853 -0.3381974
-0.2864866 -0.3381974 -0.3381974 -0.3368973 -0.3368973
-0.2864866 -0.3381974 -0.3381974 -0.3368973 -0.3368973
-0.3381974 -0.2864866 -0.3381974 -0.2864866 -0.2864866
-0.3381974 -0.2853853 3.490565 -0.3368973 -0.3368973
-0.3381974 -0.3368973 -0.3381974 2.968263 -0.3368973
-0.2864866 -0.3368973 -0.3381974 -0.3381974 -0.3368973
-0.2853853 -0.3381974 -0.3381974 -0.3381974 -0.2864866
-0.2864866 -0.3368973 -0.3368973 -0.3381974 -0.2864866
2.956853 -0.3368973 -0.3381974 -0.3381974 -0.2864866
-0.2864866 -0.3368973 -0.3368973 -0.3368973 -0.3368973
2.956853 -0.3381974 -0.3381974 -0.3381974 -0.2864866
3.504035 -0.2853853 -0.3368973 -0.3381974 -0.3381974
3.490565 -0.3368973 -0.2864866 2.968263 -0.3368973
2.956853 -0.2853853 -0.3381974 -0.3381974 -0.3368973
-0.3368973 3.504035 -0.3381974 -0.3368973 -0.2853853
-0.2864866 -0.2853853 -0.2864866 -0.3381974 -0.2864866
2.956853 -0.3381974 -0.3381974 -0.3368973 -0.3381974
-0.3381974 -0.3368973 -0.3368973 -0.2864866 2.968263
-0.3381974 -0.3381974 2.956853 -0.3381974 -0.2853853
-0.2864866 -0.2853853 -0.3381974 -0.3368973 2.968263
-0.3381974 -0.3368973 -0.3381974 -0.2864866 -0.3368973
-0.2853853 -0.3381974 -0.3368973 2.968263 -0.3368973
-0.3368973 -0.2864866 -0.3381974 -0.2864866 -0.3368973
-0.3381974 -0.3368973 -0.2853853 3.490565 -0.3381974
-0.2853853 -0.3368973 -0.2853853 -0.3368973 -0.2853853
-0.2864866 -0.3368973 3.504035 2.968263 -0.3381974
-0.2853853 -0.3381974 -0.3381974 -0.2864866 -0.2853853
-0.3368973 -0.3368973 -0.3368973 -0.3368973 -0.2864866
-0.2853853 -0.3381974 -0.3381974 -0.3381974 -0.2853853
-0.3381974 -0.3368973 -0.2864866 -0.2853853 -0.2864866
-0.3381974 -0.3381974 -0.3368973 -0.3368973 -0.2864866
-0.3381974 -0.2864866 -0.3368973 -0.2864866 -0.3381974
-0.3368973 -0.2853853 3.490565 -0.2853853 -0.3381974
-0.3368973 -0.2864866 2.956853 -0.3368973 -0.3368973
-0.3381974 -0.3368973 -0.3368973 -0.3368973 -0.2864866
-0.3381974 -0.3381974 -0.3381974 -0.3381974 -0.2864866
-0.2372099 -0.3368973 -0.2853853 -0.3381974 -0.3381974
-0.3381974 -0.2381253 -0.3368973 2.956853 -0.3368973
-0.3381974 -0.2864866 -0.2864866 -0.2853853 -0.3381974
-0.3368973 -0.2864866 -0.3368973 -0.3381974 -0.3381974
-0.3368973 2.956853 -0.3381974 -0.3381974 -0.3381974
-0.3368973 2.968263 -0.2853853 -0.3368973 -0.2864866
-0.3381974 -0.3381974 -0.2853853 -0.3381974 -0.2853853
-0.3381974 -0.2372099 -0.3368973 -0.3368973 2.956853
-0.3381974 -0.3381974 -0.2853853 -0.3381974 -0.3368973
-0.3381974 -0.3381974 -0.3368973 -0.3381974 -0.2853853
2.956853 -0.2853853 2.968263 -0.3368973 -0.3368973
-0.3368973 -0.2864866 -0.3381974 -0.3368973 -0.3381974
-0.2864866 -0.3368973 -0.3368973 -0.3381974 -0.3381974
-0.3381974 -0.2853853 -0.3381974 -0.3381974 -0.3368973
-0.3368973 -0.3368973 -0.2853853 -0.3381974 -0.3368973
-0.2853853 -0.3381974 -0.3368973 -0.2864866 -0.3381974
-0.2864866 -0.2853853 -0.3381974 -0.3368973 -0.3381974
-0.3368973 -0.2864866 -0.3381974 -0.2864866 -0.2864866
-0.2864866 -0.3368973 -0.2853853 -0.2853853 -0.2864866
-0.2853853 2.968263 -0.3381974 -0.2864866 -0.3368973
-0.2853853 -0.3368973 -0.3381974 -0.3368973 -0.2381253
-0.3381974 -0.2853853 -0.3368973 -0.3368973 -0.2853853
-0.2853853 -0.2864866 -0.3368973 -0.2853853 -0.3381974
-0.2864866 -0.3368973 -0.3381974 2.968263 3.504035
-0.3381974 -0.2864866 -0.3381974 -0.3381974 -0.3381974
-0.3368973 -0.2864866 -0.3381974 -0.3368973 -0.3368973
-0.3368973 3.504035 -0.2381253 -0.2853853 -0.3381974
-0.2864866 2.968263 -0.2853853 -0.3381974 -0.3368973
-0.3368973 -0.3368973 2.968263 -0.3381974 -0.3381974
-0.3381974 -0.3381974 -0.2864866 -0.3368973 2.968263
2.956853 -0.3381974 -0.2864866 -0.3381974 -0.3368973
-0.2853853 -0.3381974 -0.3381974 -0.3381974 -0.3368973
-0.3368973 -0.3368973 -0.2853853 -0.2864866 -0.3368973
-0.3381974 -0.3381974 -0.2853853 -0.2864866 -0.2864866
2.968263 -0.3368973 -0.3368973 2.968263 2.968263
-0.2864866 -0.3381974 3.490565 -0.3368973 -0.3368973
-0.3368973 -0.3381974 -0.3368973 -0.2853853 -0.3368973
2.956853 -0.2853853 -0.3368973 -0.3368973 -0.3381974
-0.2853853 -0.2853853 -0.3381974 -0.3381974 -0.3381974
-0.3368973 -0.3368973 -0.2864866 -0.3381974 -0.3381974
-0.3368973 -0.3381974 -0.2381253 -0.3381974 -0.3368973
2.968263 -0.3368973 -0.3368973 -0.2853853 -0.3381974
-0.3381974 -0.2864866 -0.3381974 -0.3368973 -0.3381974
-0.3368973 -0.3368973 -0.2864866 -0.3368973 -0.2864866
-0.3381974 -0.3381974 -0.2853853 -0.2853853 -0.3368973
2.956853 3.504035 -0.2853853 -0.2853853 -0.3368973
-0.3368973 -0.3381974 -0.2864866 -0.3368973 -0.2853853
2.956853 -0.2853853 -0.3381974 -0.2853853 -0.2853853
-0.2864866 -0.3381974 -0.2381253 2.956853 -0.3381974
-0.3381974 -0.2864866 -0.3368973 -0.3368973 -0.3381974
-0.3368973 -0.3381974 2.968263 -0.3381974 -0.3381974
-0.3368973 -0.2864866 -0.3381974 2.968263 -0.3381974
2.968263 -0.2864866 -0.3381974 -0.3381974 -0.3381974
-0.3368973 3.504035 -0.3381974 -0.3381974 -0.2864866
-0.2381253 -0.3368973 -0.3368973 3.504035 -0.3368973
-0.2864866 -0.2864866 -0.3368973 -0.3381974 -0.2853853
-0.3368973 -0.3368973 -0.3381974 -0.3368973 -0.3381974
2.956853 2.968263 -0.3381974 -0.3381974 -0.3368973
-0.3381974 -0.2853853 -0.3381974 -0.2853853 -0.3368973
-0.2853853 -0.3381974 -0.3368973 -0.3381974 -0.2853853
-0.2864866 -0.3381974 -0.3368973 -0.3368973 -0.3381974
-0.2864866 -0.3368973 -0.3381974 3.504035 -0.2853853
-0.2864866 -0.3381974 -0.3381974 -0.3381974 -0.2864866
-0.3368973 -0.2864866 -0.3368973 2.956853 -0.3368973
-0.3368973 -0.3381974 -0.3368973 4.215676 -0.2853853
-0.3368973 -0.3381974 -0.3381974 -0.3368973 -0.2864866
-0.3381974 -0.3381974 -0.2853853 -0.3381974 -0.2864866
-0.3381974 -0.2864866 -0.3368973 -0.2864866 -0.3381974
-0.2853853 -0.3381974 -0.3381974 -0.2853853 -0.2853853
-0.2853853 -0.3381974 -0.3381974 -0.3381974 -0.3368973
-0.2864866 -0.3381974 -0.2864866 -0.3381974 -0.2381253
-0.2853853 -0.3368973 -0.2864866 -0.3381974 -0.3381974
-0.2864866 -0.3368973 -0.2864866 -0.2853853 -0.3381974
-0.3381974 -0.3381974 -0.3368973 -0.3381974 -0.2372099
-0.3368973 -0.3368973 -0.2864866 2.956853 -0.2853853
-0.3381974 2.968263 -0.3381974 -0.2864866 -0.3368973
-0.3368973 -0.3381974 -0.2864866 2.956853 -0.3381974
